id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,mentions,urls,photos,replies_count,retweets_count,likes_count,location,hashtags,link,retweet,quote_url,video
1105917089397854208,1105905423532462081,1552506155000,2019-03-13,20:42:35,CET,2537575678,belly_patrick,Patrick Belly,,"FAUX!!!! Moi je me suis fait attaquer par la 222 au Trocadéro à l'acte15!!!! En plus, Ils ont volé mon tel!!!! Regardez à partir de 42min  j'ai un bonnet jaune!!! Et j'étais pacifique!!!!  https://www.youtube.com/watch?v=ZmOZMO1un0Q&t=2716s …","['ccastaner', '19hruthelkrief', 'bfmtv', 'gouvernementfr', 'policenationale', 'gendarmerie']",['https://www.youtube.com/watch?v=ZmOZMO1un0Q&t=2716s'],[],0,4,5,,[],https://twitter.com/belly_patrick/status/1105917089397854208,,,0
1105449693532901376,1105449693532901376,1552394719000,2019-03-12,13:45:19,CET,937513949184122881,partisande,Partisan FB,,"⚠ Interesting! #Macron's #regime forces thrown a grenade against a reporter as he filmed how a wounded members of the #GiletsJaunes, hurt, bleeding and tied up lying on the floor as an object is treated  #Acte15 #Paris #YellowVests #PoliceBrutality  https://twitter.com/laurentflk/status/1105278540885491714/video/1 …",,['https://twitter.com/laurentflk/status/1105278540885491714/video/1'],[],5,43,35,,"['#macron', '#regime', '#giletsjaunes', '#acte15', '#paris', '#yellowvests', '#policebrutality']",https://twitter.com/PartisanDE/status/1105449693532901376,,,0
1105195871682129920,1105195871682129920,1552334204000,2019-03-11,20:56:44,CET,1575027187,galifornien,jam,,📷 tomub: Un peu d’humour noir lors de l’Acte15.  https://tmblr.co/Zlwqyr2goisHd ,,['https://tmblr.co/Zlwqyr2goisHd'],[],0,0,0,,[],https://twitter.com/galifornien/status/1105195871682129920,,,0
1104258241637371905,1104258241637371905,1552110655000,2019-03-09,06:50:55,CET,340435921,mialdon,maldon,,"Effrayant !  Coup de pied au visage sur un homme à terre ! Il faut filmer, tout le temps et partout pour avoir des preuves, puisque le @gouvernementFR @CCastaner @EPhilippePM nient toute #Violence_dEtat.  @davduf #Acte15 #Paris #ViolencesPolicières #GiletsJaunes https://twitter.com/addafranois/status/1103673048144711680 …","['gouvernementfr', 'ccastaner', 'ephilippepm', 'davduf']",['https://twitter.com/addafranois/status/1103673048144711680'],[],0,16,4,,"['#violence_detat', '#acte15', '#paris', '#violencespolicières', '#giletsjaunes']",https://twitter.com/MiAldon/status/1104258241637371905,,https://twitter.com/addafranois/status/1103673048144711680,0
1104046732931989506,1099252412743929862,1552060227000,2019-03-08,16:50:27,CET,1064071333317881856,gesnouin6,Gesnouin,,Regardez ce qui s'est passé à 0:23 dans la diffusion de @GiletsJaunesGo : 💥 Paris - Arc-de-Triomphe 💥#Acte15 #…  https://www.pscp.tv/w/b1KGoTFEWUVYR25Zdndnamd8MXlwS2RPQkFMWWF4V79Qk_8Cdm51LWenkLiOi8Oc_mlR77lL91esYqGG2wG7?t=23s …,['giletsjaunesgo'],['https://www.pscp.tv/w/b1KGoTFEWUVYR25Zdndnamd8MXlwS2RPQkFMWWF4V79Qk_8Cdm51LWenkLiOi8Oc_mlR77lL91esYqGG2wG7?t=23s'],[],0,0,0,,['#acte15'],https://twitter.com/Gesnouin6/status/1104046732931989506,,,0
1104026660066738178,1104026660066738178,1552055442000,2019-03-08,15:30:42,CET,1599385262,brixtonofc,brixton,,European democracy #Paris #ViolencesPolicières #GiletsJaunes #YellowVests #Acte15  https://twitter.com/d_mos_kr_a_tos/status/1104020991590760449 …,,['https://twitter.com/d_mos_kr_a_tos/status/1104020991590760449'],[],0,0,0,,"['#paris', '#violencespolicières', '#giletsjaunes', '#yellowvests', '#acte15']",https://twitter.com/brixtonofc/status/1104026660066738178,,https://twitter.com/D_MoS_Kr_A_Tos/status/1104020991590760449,0
1104024486255431683,1104024486255431683,1552054923000,2019-03-08,15:22:03,CET,1085609421760270336,dosplein,PleinLeDos,,"Vu à Paris #Acte15 #GiletsJaunes à demain, nous serons au départ de la manif parisienne ! Préparons ensemble la fin de leur monde et le début du nôtre #solidaire #écolo #émancipé #ZADPartout #Démocratie pic.twitter.com/vfcq8sbrgy",,[],['https://pbs.twimg.com/media/D1JICN2XgAApVh5.jpg'],2,27,47,,"['#acte15', '#giletsjaunes', '#solidaire', '#écolo', '#émancipé', '#zadpartout', '#démocratie']",https://twitter.com/DosPlein/status/1104024486255431683,,,0
1104020991590760449,1104020991590760449,1552054090000,2019-03-08,15:08:10,CET,1055257777,d_mos_kr_a_tos,LaVéritéVaincra,,"👁️Cette scène s'est déroulée lors de l'acte 15 à #Paris. Un Policier qui croyait que personne ne le verrait donne un violent coup de pied dans le visage d'un manifestant déjà au sol, entouré de plusieurs CRS.👁️ #ViolencesPolicières #GiletsJaunes #YellowVests #Acte15  pic.twitter.com/RuWMgtmXmq",,[],[],2,23,5,,"['#paris', '#violencespolicières', '#giletsjaunes', '#yellowvests', '#acte15']",https://twitter.com/D_MoS_Kr_A_Tos/status/1104020991590760449,,,1
1104010695383924736,1104010695383924736,1552051635000,2019-03-08,14:27:15,CET,155606403,ledouaisien,MichaelVllt 🇫🇷,,"Cette scène s'est déroulée lors de l'#Acte15 à #Paris. Un Policier qui croyait que personne ne le verrait donne un violent coup de pied dans le visage d'un manifestant déjà au sol, entouré de plusieurs #CRS. Une nouvelle preuve de violence gratuite... #GiletJaune pic.twitter.com/A7QW2HttXq",,[],[],37,424,192,,"['#acte15', '#paris', '#crs', '#giletjaune']",https://twitter.com/LEDOUAISIEN/status/1104010695383924736,,,1
1103633592524120064,1103633592524120064,1551961727000,2019-03-07,13:28:47,CET,1364526144,psylyen,"Nan, sérieux !!",,Un slogan bien détourné... Acte15  pic.twitter.com/z2FrnSQftw,,[],['https://pbs.twimg.com/media/D1Dk5MJXgAE4wCX.jpg'],0,0,0,,[],https://twitter.com/psylyen/status/1103633592524120064,,,0
